indice do pais,país,ano,métrica,emissão estimada de CO2, notas, fonte
344,"China, Hong Kong SAR",2019,Emissions (thousand metric tons of carbon dioxide),42845,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2020,Emissions (thousand metric tons of carbon dioxide),34065,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2021,Emissions (thousand metric tons of carbon dioxide),34301,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",1975,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",1985,Emissions per capita (Kilograms of carbon dioxide),4.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2005,Emissions per capita (Kilograms of carbon dioxide),6.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2010,Emissions per capita (Kilograms of carbon dioxide),5.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2015,Emissions per capita (Kilograms of carbon dioxide),5.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2019,Emissions per capita (Kilograms of carbon dioxide),5.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2020,Emissions per capita (Kilograms of carbon dioxide),4.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
344,"China, Hong Kong SAR",2021,Emissions per capita (Kilograms of carbon dioxide),4.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",1975,Emissions (thousand metric tons of carbon dioxide),304,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",1985,Emissions (thousand metric tons of carbon dioxide),751,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2005,Emissions (thousand metric tons of carbon dioxide),1714,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2010,Emissions (thousand metric tons of carbon dioxide),1247,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2015,Emissions (thousand metric tons of carbon dioxide),1636,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2019,Emissions (thousand metric tons of carbon dioxide),1108,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2020,Emissions (thousand metric tons of carbon dioxide),920,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2021,Emissions (thousand metric tons of carbon dioxide),914,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",1975,Emissions per capita (Kilograms of carbon dioxide),1.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",1985,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2005,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2010,Emissions per capita (Kilograms of carbon dioxide),2.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2015,Emissions per capita (Kilograms of carbon dioxide),2.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2019,Emissions per capita (Kilograms of carbon dioxide),1.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2020,Emissions per capita (Kilograms of carbon dioxide),1.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
446,"China, Macao SAR",2021,Emissions per capita (Kilograms of carbon dioxide),1.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,1975,Emissions (thousand metric tons of carbon dioxide),33510,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,1985,Emissions (thousand metric tons of carbon dioxide),45355,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2005,Emissions (thousand metric tons of carbon dioxide),56461,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2010,Emissions (thousand metric tons of carbon dioxide),72556,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2015,Emissions (thousand metric tons of carbon dioxide),92715,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2019,Emissions (thousand metric tons of carbon dioxide),88981,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2020,Emissions (thousand metric tons of carbon dioxide),84422,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2021,Emissions (thousand metric tons of carbon dioxide),88018,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,1975,Emissions per capita (Kilograms of carbon dioxide),1.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,1985,Emissions per capita (Kilograms of carbon dioxide),1.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2005,Emissions per capita (Kilograms of carbon dioxide),1.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2010,Emissions per capita (Kilograms of carbon dioxide),1.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2015,Emissions per capita (Kilograms of carbon dioxide),2.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2019,Emissions per capita (Kilograms of carbon dioxide),1.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2020,Emissions per capita (Kilograms of carbon dioxide),1.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
170,Colombia,2021,Emissions per capita (Kilograms of carbon dioxide),1.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,1975,Emissions (thousand metric tons of carbon dioxide),34,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,1985,Emissions (thousand metric tons of carbon dioxide),47,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2005,Emissions (thousand metric tons of carbon dioxide),147,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2010,Emissions (thousand metric tons of carbon dioxide),167,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2015,Emissions (thousand metric tons of carbon dioxide),183,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2019,Emissions (thousand metric tons of carbon dioxide),320,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2020,Emissions (thousand metric tons of carbon dioxide),380,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2021,Emissions (thousand metric tons of carbon dioxide),511,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,1975,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,1985,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2010,Emissions per capita (Kilograms of carbon dioxide),0.3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2015,Emissions per capita (Kilograms of carbon dioxide),0.3,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2019,Emissions per capita (Kilograms of carbon dioxide),0.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2020,Emissions per capita (Kilograms of carbon dioxide),0.5,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
174,Comoros,2021,Emissions per capita (Kilograms of carbon dioxide),0.6,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
178,Congo,1975,Emissions (thousand metric tons of carbon dioxide),375,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
178,Congo,1985,Emissions (thousand metric tons of carbon dioxide),1091,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
178,Congo,2005,Emissions (thousand metric tons of carbon dioxide),965,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
178,Congo,2010,Emissions (thousand metric tons of carbon dioxide),1951,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
178,Congo,2015,Emissions (thousand metric tons of carbon dioxide),3204,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
